TIPO_ACTIVIDAD;SECC._TARIFA;EPIGRAFE;DESCRIPCION;NUMERO
EMPRESARIAL;1;9332;PROMOC._CURSOS_Y_ESTUDIOS_EN_EL_EXTRANJ.;2
EMPRESARIAL;1;9339;OTROS_ACTIV._ENSEÑANZA;279
LOCAL_AFECTO;1;9339;OTROS_ACTIV._ENSEÑANZA;3
EMPRESARIAL;1;934;ENSEÑANZA_FUERA_ESTABLECIMIENTO_PERMANEN;40
LOCAL_AFECTO;1;934;ENSEÑANZA_FUERA_ESTABLECIMIENTO_PERMANEN;5
EMPRESARIAL;1;9352;RESIDENCIAS_DE_ESTUDIANTES;1
EMPRESARIAL;1;936;INVESTIGACION_CIENTIFICA_Y_TECNICA;28
EMPRESARIAL;1;9411;HOSPITALES_GENERALES;1
EMPRESARIAL;1;9412;HOSPITALES_ESPECIALIZADOS;5
EMPRESARIAL;1;9421;CONSULTORIOS_MEDICOS;44
EMPRESARIAL;1;9422;BALNEARIOS_Y_BAÑOS;3
EMPRESARIAL;1;9429;OTROS_SERV._SANITARIOS;100
LOCAL_AFECTO;1;9429;OTROS_SERV._SANITARIOS;3
EMPRESARIAL;1;943;CONSULTAS_CLINICAS_ESTOMAT._Y_ODONTOLOG.;87
EMPRESARIAL;1;944;SERV._NATUROPARIA;9
EMPRESARIAL;1;945;CONSULTAS_Y_CLINICAS_VETERINARIAS;18
EMPRESARIAL;1;951;ASISTENCIA_Y_SERV._SOCIALES_DISMINUIDOS;116
LOCAL_AFECTO;1;951;ASISTENCIA_Y_SERV._SOCIALES_DISMINUIDOS;4
EMPRESARIAL;1;952;ASIST._Y_SERV._DISMINUIDOS_NO_RESIDENC.;74
LOCAL_AFECTO;1;952;ASIST._Y_SERV._DISMINUIDOS_NO_RESIDENC.;7
EMPRESARIAL;1;9611;PRODUCCION_PELICULAS_CINEMATOGRAFICAS;44
EMPRESARIAL;1;9621;DISTRIBUCION_Y_VENTA_DE_PELICULAS;4
EMPRESARIAL;1;9622;DISTRIBUCION_Y_VTA_MAY._PELICULAS;1
EMPRESARIAL;1;9631;EXHIBICION_DE_PELICULAS_CINEMATOGRAFICAS;4
EMPRESARIAL;1;9632;EXHIBICION_PELICULAS_AIRE_LIBRE;1
EMPRESARIAL;1;9641;SERVICIOS_DE_RADIODIFUSION;10
LOCAL_AFECTO;1;9641;SERVICIOS_DE_RADIODIFUSION;1
EMPRESARIAL;1;9642;SERVICIOS_DE_TELEVISION;7
LOCAL_AFECTO;1;9642;SERVICIOS_DE_TELEVISION;1
EMPRESARIAL;1;9643;SERV.TRANSMISION_Y_ENLACE_SEÑALES_TV;2
EMPRESARIAL;1;9651;ESPECTACULOS_EN_SALAS_Y_LOCALES;9
EMPRESARIAL;1;9652;ESPECTACULOS_AL_AIRE_LIBRE;4
EMPRESARIAL;1;9653;ESPECTACULOS_FUERA_ESTABLECIMIENTO;7
EMPRESARIAL;1;9654;EMPRESAS_DE_ESPECTACULOS;35
LOCAL_AFECTO;1;9654;EMPRESAS_DE_ESPECTACULOS;3
EMPRESARIAL;1;9661;BIBLIOTECAS_Y_MUSEOS;2
EMPRESARIAL;1;9662;ZOOLOGICOS;1
EMPRESARIAL;1;9669;OTROS_SERVICIOS_CULTURALES_NCOP;39
EMPRESARIAL;1;9671;INSTALACIONES_DEPORTIVAS;25
EMPRESARIAL;1;9672;ESCUELAS_Y_SERV._PERFECC._DEL_DEPORTE;91
EMPRESARIAL;1;9673;ALQUILER_ARTICULOS_DEPORTE_EN_INST._DEP.;2
EMPRESARIAL;1;9681;INSTALAC._CELEB._ESPECTACULOS_DEPORTIVOS;1
EMPRESARIAL;1;9682;ORGANIZACION_ESPECTACULOS_DEPORTIVOS;17
LOCAL_AFECTO;1;9682;ORGANIZACION_ESPECTACULOS_DEPORTIVOS;1
EMPRESARIAL;1;9683;ORGANIZ.ESPECT.DEPORT._FEDERAC._Y_CLUBES;9
EMPRESARIAL;1;9691;SALAS_DE_BAILE_Y_DISCOTECAS;26
EMPRESARIAL;1;9692;CASINOS_DE_JUEGO;1
EMPRESARIAL;1;9693;JUEGOS_DE_BINGO;3
EMPRESARIAL;1;9694;MAQUINAS_RECREATIVAS_Y_DE_AZAR;93
LOCAL_AFECTO;1;9694;MAQUINAS_RECREATIVAS_Y_DE_AZAR;1
EMPRESARIAL;1;9695;JUEGOS_BILLAR;10
EMPRESARIAL;1;9696;SALONES_RECREATIVOS_Y_DE_JUEGO;13
LOCAL_AFECTO;1;9696;SALONES_RECREATIVOS_Y_DE_JUEGO;2
EMPRESARIAL;1;9697;OTRAS_MAQUINAS_AUTOMATICAS;28
LOCAL_AFECTO;1;9697;OTRAS_MAQUINAS_AUTOMATICAS;1
EMPRESARIAL;1;9711;TINTE;49
LOCAL_AFECTO;1;9711;TINTE;2
EMPRESARIAL;1;9712;LIMPIEZA_Y_TEÑIDO_DEL_CALZADO;1
EMPRESARIAL;1;9713;ZURCIDO_Y_REPARACION_DE_ROPAS;69
LOCAL_AFECTO;1;9713;ZURCIDO_Y_REPARACION_DE_ROPAS;1
EMPRESARIAL;1;9721;SERV._PELUQUERIA_SEÑORAS_Y_CABALLEROS;532
LOCAL_AFECTO;1;9721;SERV._PELUQUERIA_SEÑORAS_Y_CABALLEROS;1
EMPRESARIAL;1;9722;SALONES_E_INSTITUTOS_DE_BELLEZA;333
EMPRESARIAL;1;9731;SERVICIOS_FOTOGRAFICOS;100
LOCAL_AFECTO;1;9731;SERVICIOS_FOTOGRAFICOS;3
EMPRESARIAL;1;9732;MAQUINAS_AUTOMAT._FOTOGRAFIAS_Y_FOTOCOP.;1
EMPRESARIAL;1;9733;SERV._COPIAS_DOCUMENTOS_MAQ.FOTOCOPIA;54
EMPRESARIAL;1;974;AGENCIAS_PRESTACION_SERV._DOMESTICOS;3
LOCAL_AFECTO;1;974;AGENCIAS_PRESTACION_SERV._DOMESTICOS;1
EMPRESARIAL;1;975;SERVICIOS_DE_ENMARCACION;15
EMPRESARIAL;1;9791;SERV._POMPAS_FUNEBRES;2
LOCAL_AFECTO;1;9791;SERV._POMPAS_FUNEBRES;3
EMPRESARIAL;1;9793;AGENCIAS_MATRIMONIALES_Y_OTROS_SERVICIOS;1
EMPRESARIAL;1;9794;ADIESTRAMIENTO_Y_CUIDADOS_DE_ANIMALES;22
LOCAL_AFECTO;1;9794;ADIESTRAMIENTO_Y_CUIDADOS_DE_ANIMALES;1
EMPRESARIAL;1;9799;OTROS_SERVICIOS_PERSONALES_NCOP;32
EMPRESARIAL;1;9812;JARDINES_DE_RECREO;19
EMPRESARIAL;1;9813;PARQUES_DE_ATRACCIONES_(TAMB._ACUATICOS);1
EMPRESARIAL;1;9824;OTRAS_ATRACC.;24
EMPRESARIAL;1;983;AGENCIAS_DE_COLOCACION_DE_ARTISTAS;5
EMPRESARIAL;1;9891;EXPEDICION_BILLETES_ESPECTACULOS;1
LOCAL_AFECTO;1;9891;EXPEDICION_BILLETES_ESPECTACULOS;1
EMPRESARIAL;1;9892;SERV._ORGANIZ._CONGRESOS;39
LOCAL_AFECTO;1;9892;SERV._ORGANIZ._CONGRESOS;1
EMPRESARIAL;1;9893;PARQUES_O_RECINTOS_FERIALES;3
EMPRESARIAL;1;999;OTROS_SERVICIOS_N.C.O.P.;133
LOCAL_AFECTO;1;999;OTROS_SERVICIOS_N.C.O.P.;8
PROFESIONAL;2;011;DOCTORES_Y_LICENCIADOS_EN_BIOLOGIA;6
PROFESIONAL;2;012;INGENIEROS_AGRONOMOS_Y_DE_MONTES;5
LOCAL_AFECTO;2;013;VETERINARIOS;1
PROFESIONAL;2;013;VETERINARIOS;37
PROFESIONAL;2;021;TECNICOS_BIOLOGIA;2
PROFESIONAL;2;022;INGENIEROS_TEC._AGRICOLAS_Y_FORESTALES;9
PROFESIONAL;2;023;INGENIEROS_TECNICOS_TOPOGRAFOS;13
PROFESIONAL;2;099;OTROS_PROFESIONALES_AGRICULTURA..._NCOP;3
PROFESIONAL;2;111;DRES.Y_LICENCIADOS_FISICAS_Y_GEOLOGICAS;5
PROFESIONAL;2;112;INGENIEROS_DE_MINAS;8
PROFESIONAL;2;121;DRES._Y_LICENCIADOS_EN_QUIMICAS;4
PROFESIONAL;2;131;INGENIEROS_TEC._MINAS_FACULT._Y_PERITOS;2
PROFESIONAL;2;199;OTROS_PROF._RELAC._ENERGIA;1
PROFESIONAL;2;212;INGENIEROS_NAVALES;2
PROFESIONAL;2;213;INGENIEROS_TELECOMUNICACION;3
LOCAL_AFECTO;2;222;INGENIEROS_TEC._TELECOMUNICACIONES;1
PROFESIONAL;2;222;INGENIEROS_TEC._TELECOMUNICACIONES;9
PROFESIONAL;2;224;DIBUJANTES_TECNICOS;4
PROFESIONAL;2;225;TECNICOS_EN_TELECOMUNICACION;1
PROFESIONAL;2;226;TECNICOS_EN_SONIDO;5
PROFESIONAL;2;228;INGENIEROS_TECN._NAVALES;1
PROFESIONAL;2;299;OTROS_PROF.RELACION_AERONAUTICA;1
PROFESIONAL;2;311;INGENIEROS_INDUSTRIALES_Y_TEXTILES;56
PROFESIONAL;2;321;INGENIEROS_TEC._INDUSTRIALES_Y_TEXTILES;87
PROFESIONAL;2;322;TECNICOS_EN_ARTES_GRAFICAS;13
PROFESIONAL;2;399;OTROS_PROFESIONALES_INDUSTRIAS_MANUFAC.;37
LOCAL_AFECTO;2;411;ARQUITECTOS;3
PROFESIONAL;2;411;ARQUITECTOS;209
PROFESIONAL;2;412;INGENIEROS_CAMINOS;5
PROFESIONAL;2;421;ARQUITECTOS_TECNICOS_Y_APAREJADORES;203
PROFESIONAL;2;422;INGENIEROS_TEC._OBRAS_PUBLICAS;6
PROFESIONAL;2;431;DELINEANTES;23
PROFESIONAL;2;432;DECORADORES-DISEÑADORES_DE_INTERIORES;29
PROFESIONAL;2;441;TECNICOS_SUP._DESARROLLO_URBANISTICO;2
PROFESIONAL;2;499;OTROS_PROFES._RELACIONADOS_CONSTRUCCION;19
LOCAL_AFECTO;2;511;AGENTES_COMERCIALES;9
PROFESIONAL;2;511;AGENTES_COMERCIALES;520
PROFESIONAL;2;599;OTROS_PROF._RELAC._COMERCIO_Y_HOSTELERIA;193
PROFESIONAL;2;612;CONDUCTORES_DE_VEHICULOS_TERRESTRES;4
PROFESIONAL;2;699;OTROS_PROFESIONALES_RELAC._TRANSPORTE;4
PROFESIONAL;2;711;ACTUARIOS_DE_SEGUROS;6
LOCAL_AFECTO;2;712;AGENTES_Y_CORREDORES_DE_SEGUROS;1
PROFESIONAL;2;712;AGENTES_Y_CORREDORES_DE_SEGUROS;243
PROFESIONAL;2;721;AGENTES_COLEGIADOS_PROPIEDAD_IND.E_INMOB;26
PROFESIONAL;2;722;GESTORES_ADMINISTRATIVOS;20
PROFESIONAL;2;723;ADMINISTRADORES_DE_FINCAS;47
PROFESIONAL;2;724;INTERMEDIARIOS_PROMOCION_EDIFICACIONES;21
PROFESIONAL;2;725;HABILITADOS_DE_CLASES_PASIVAS;2
LOCAL_AFECTO;2;726;GRADUADOS_SOCIALES;1
PROFESIONAL;2;726;GRADUADOS_SOCIALES;16
PROFESIONAL;2;727;AGENTES_O_INTERMEDIARIOS_PRESTAMOS;7
PROFESIONAL;2;728;AGENTES_DE_ADUANAS;5
LOCAL_AFECTO;2;731;ABOGADOS;1
PROFESIONAL;2;731;ABOGADOS;849
PROFESIONAL;2;732;PROCURADORES;90
LOCAL_AFECTO;2;733;NOTARIOS;1
PROFESIONAL;2;733;NOTARIOS;16
PROFESIONAL;2;734;REGISTRADORES;4
LOCAL_AFECTO;2;741;ECONOMISTAS;2
PROFESIONAL;2;741;ECONOMISTAS;87
PROFESIONAL;2;742;INTENDENTES_Y_PROFESORES_MERCANTILES;5
PROFESIONAL;2;743;PERITOS_MERCANTILES;4
PROFESIONAL;2;744;DIPLOMADOS_EN_CIENCIAS_EMPRESARIALES;36
PROFESIONAL;2;747;AUDITORES_DE_CUENTAS_Y_CENSORES_JURADOS;10
LOCAL_AFECTO;2;751;PROFESIONALES_PUBLICIDAD;1
PROFESIONAL;2;751;PROFESIONALES_PUBLICIDAD;43
PROFESIONAL;2;761;DOCTORES_Y_LICENCIADOS_EXACTAS_Y_ESTAD.;1
PROFESIONAL;2;762;DOCTORES_Y_LICENCIADOS_INFORMATICA;2
PROFESIONAL;2;763;PROGRAMADORES_Y_ANALISTAS_INFORMATICA;43
PROFESIONAL;2;764;DIPLOMADOS_EN_INFORMATICA;5
PROFESIONAL;2;765;GRABADORES;16
PROFESIONAL;2;771;AGENTES_COBRADORES;10
PROFESIONAL;2;772;ESTENOTIPISTAS;15
PROFESIONAL;2;773;DETECTIVES_PRIVADOS;6
LOCAL_AFECTO;2;774;TRADUCTORES_E_INTERPRETES;2
PROFESIONAL;2;774;TRADUCTORES_E_INTERPRETES;57
PROFESIONAL;2;775;DOCTORES_Y_LICENCIADOS_EN_FILOSOFIA;4
PROFESIONAL;2;776;DRES.LICENC.POLITICAS_SOCIALES_Y_SIMIL.;119
PROFESIONAL;2;777;ESPECIALISTAS_ORIENTACION_Y_ANALISIS_PER;12
PROFESIONAL;2;778;DIPL._EN_BIBLIOTECOMANIA_Y_DOCUMENTACION;1
LOCAL_AFECTO;2;799;OTROS_PROF._ACTIV._FINANC._JURID._SEGUR.;2
PROFESIONAL;2;799;OTROS_PROF._ACTIV._FINANC._JURID._SEGUR.;114
PROFESIONAL;2;811;PROFESIONALES_LIMPIEZA;35
PROFESIONAL;2;821;PERSONAL_DOCENTE_ENSEÑANZA_SUPERIOR;10
PROFESIONAL;2;822;PERSONAL_DOCENTE_ENSEÑANZA_MEDIA;9
PROFESIONAL;2;823;DOCENTES_ENSEÑANZA_GRAL._BASICA;5
LOCAL_AFECTO;2;824;PROFESORES_FORMACION_PROFESIONAL;3
PROFESIONAL;2;824;PROFESORES_FORMACION_PROFESIONAL;81
PROFESIONAL;2;825;PROFESORES_CONDUCCION_VEHICULOS;3
PROFESIONAL;2;826;PERSONAL_DOCENTE_ENSEÑANZAS_DIVERSAS;162
PROFESIONAL;2;831;MEDICOS_MEDICINA_GENERAL;100
PROFESIONAL;2;832;MEDICOS_ESPECIALISTAS;180
PROFESIONAL;2;833;ESTOMATOLOGOS;42
PROFESIONAL;2;834;ODONTOLOGOS;137
PROFESIONAL;2;835;FARMACEUTICOS;10
LOCAL_AFECTO;2;836;AYUD._TECN._SANITARIOS_Y_FISIOTERAPEUTAS;1
PROFESIONAL;2;836;AYUD._TECN._SANITARIOS_Y_FISIOTERAPEUTAS;140
PROFESIONAL;2;837;PROTESICOS_E_HIGIENISTAS_DENTALES;25
PROFESIONAL;2;838;OPTICOS-OPTOMETRISTAS_Y_PODOLOGOS;26
LOCAL_AFECTO;2;839;MASAJISTAS;1
PROFESIONAL;2;839;MASAJISTAS;40
PROFESIONAL;2;841;ACUPUNTORES;52
PROFESIONAL;2;853;AGENTES_COLOCADORES_ARTISTAS;2
PROFESIONAL;2;854;EXPERTOS_ORGANIZACION_CONGRESOS;7
LOCAL_AFECTO;2;861;PINTORES;1
PROFESIONAL;2;861;PINTORES;147
PROFESIONAL;2;862;RESTAURADORES_OBRAS_DE_ARTE;3
PROFESIONAL;2;871;EXPENDEDORES_OFICIALES_LOTERIAS;39
PROFESIONAL;2;872;EXPENDEDORES_OFICIALES_APUESTAS;3
PROFESIONAL;2;873;EXPENDEDORES_NO_OFICIALES_APUESTAS;29
PROFESIONAL;2;881;ASTROLOGOS_Y_SIMILARES;6
PROFESIONAL;2;882;GUIAS_DE_TURISMO;7
PROFESIONAL;2;883;GUIAS_INTERPRETES_DE_TURISMO;1
LOCAL_AFECTO;2;884;PERITOS_TASADORES:SEGUROS;1
PROFESIONAL;2;884;PERITOS_TASADORES:SEGUROS;29
PROFESIONAL;2;885;LIQUIDADORES_Y_COMISARIOS_DE_AVERIAS;2
LOCAL_AFECTO;2;887;MAQUILLADORES_Y_ESTETICISTAS;1
PROFESIONAL;2;887;MAQUILLADORES_Y_ESTETICISTAS;47
PROFESIONAL;2;888;GRAFOLOGOS;12
LOCAL_AFECTO;2;899;OTROS_PROF._RELACIONADOS_CON_SERVICIOS;2
PROFESIONAL;2;899;OTROS_PROF._RELACIONADOS_CON_SERVICIOS;136
ARTISTICAS;3;011;DIRECTORES_DE_CINE_Y_TEATRO;9
ARTISTICAS;3;012;AYUDANTES_DE_DIRECCION;1
ARTISTICAS;3;013;ACTORES_DE_CINE_Y_TEATRO;10
LOCAL_AFECTO;3;013;ACTORES_DE_CINE_Y_TEATRO;2
ARTISTICAS;3;015;OPERADORES_CAMARA:CINE;1
ARTISTICAS;3;016;HUMORISTAS;3
LOCAL_AFECTO;3;016;HUMORISTAS;2
ARTISTICAS;3;018;ARTISTAS_CIRCENSES;1
ARTISTICAS;3;019;ACTIVIDADES_CINE;26
LOCAL_AFECTO;3;019;ACTIVIDADES_CINE;1
ARTISTICAS;3;021;DIRECTORES_COREOGRAFICOS;1
ARTISTICAS;3;022;BAILARINES;1
ARTISTICAS;3;029;OTRAS_ACTIV._DEL_BAILE_NCOP;2
ARTISTICAS;3;031;MAESTROS_Y_DIRECTORES_DE_MUSICA;3
ARTISTICAS;3;032;INTERPRETES_DE_INSTRUMENTOS_MUSICALES;18
ARTISTICAS;3;033;CANTANTES;11
ARTISTICAS;3;039;OTRAS_ACTIV._RELAC._MUSICA_NCOP;41
ARTISTICAS;3;041;JUGADORES_Y_ENTRENADORES_DE_FUTBOL;1
ARTISTICAS;3;042;JUGADORES_Y_ENTREN._DE_TENIS_Y_GOLF;9
ARTISTICAS;3;043;PILOTOS_Y_ENTREN._DE_MOTOCICL._Y_AUTOM.;5
ARTISTICAS;3;045;JUGADORES_Y_ENTREN._DE_BALONCESTO;1
ARTISTICAS;3;047;OTROS_JUGADORES_Y_ENTRENADORES;12
ARTISTICAS;3;048;ARBITROS_DE_ESPECTACULOS_DEPORTIVOS;2
ARTISTICAS;3;049;OTRAS_ACTIV._RELACIONADAS_DEPORTE_NCOP;16
